index,year,cat,name,arg1,arg2,arg3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
153,2013,B,Wave,#33ff66,#637687,,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
154,2013,B,Molecules,#33ff66,#637687,"Droplets,Line-Dots,Dot-Tip",2,1,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,1,0,0,1,0,0,0
155,2013,B,Nature Marks,#33ff66,#637687,,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0
156,2013,B,Menbrance,#33ff66,#637687,,1,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
157,2013,B,Formula,#33ff66,#637687,,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0
158,2013,B,Bracketing,#33ff66,#637687,"Banded,Arc-Twists",0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
159,2013,A,Eyelet,#ffaaaa,#637687,,0,3,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
160,2013,B,Slash,#33ff66,#637687,,0,1,0,0,5,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161,2013,B,Written,#33ff66,#637687,Texting,0,3,0,1,0,0,1,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,1,0,0
162,2013,A,Line Craft,#ffaaaa,#637687,Monoline,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0
163,2013,B,Badges,#33ff66,#637687,,0,3,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
164,2013,B,Banners,#33ff66,#637687,,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0
165,2013,B,Monograms,#33ff66,#637687,,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0
166,2014,A,Mono Crest,#ffaaaa,#6c8663,"Monoline, Detail",0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
167,2014,B,Letter Stacks,#33ff66,#6c8663,Letter-Bar,0,0,0,0,0,0,1,1,0,0,0,3,0,0,1,1,1,0,1,1,1,1,0,0,0,0
168,2014,B,Hand Type,#33ff66,#6c8663,Handmade,0,3,0,1,0,0,1,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,1,0,0,0
169,2014,B,Dazzle,#33ff66,#6c8663,,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,1,0,0,0,0,1,0,0
170,2014,B,Flat Facets,#33ff66,#6c8663,Facets,0,0,0,0,0,5,1,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
171,2014,B,Geo Wires,#33ff66,#6c8663,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
172,2014,B,Trans Menagerie,#33ff66,#6c8663,,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
173,2014,B,Waves,#33ff66,#6c8663,,0,2,1,1,0,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,0,0,1,0,0,0
174,2014,A,Hexagons,#ffaaaa,#6c8663,,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
175,2014,B,Geography,#33ff66,#6c8663,,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
176,2014,B,Pompons,#33ff66,#6c8663,,0,1,0,1,5,2,1,0,0,0,0,2,6,0,1,0,0,0,0,0,1,0,0,0,0,0
177,2014,B,Knit,#33ff66,#6c8663,"Weaves,woven",0,2,0,1,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0
178,2014,B,States,#33ff66,#6c8663,Labels,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0
179,2014,B,Links,#33ff66,#6c8663,,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,1,1,0,0,0,0,0
180,2014,A,Motion Lines,#ffaaaa,#6c8663,,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
181,2015,A,Dot Tip,#ffaaaa,#d70072,"Droplets, Line-Dots, Molecules",2,1,0,0,3,3,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0
182,2015,B,Contours,#33ff66,#d70072,,0,0,0,0,0,0,1,0,0,0,0,2,5,1,0,0,0,1,0,0,1,0,0,0,0,0
183,2015,C,Concentrak,#aaaaff,#d70072,Concentric,0,3,0,0,3,0,1,0,0,0,0,1,1,1,1,1,2,0,1,0,1,0,0,0,0,0
184,2015,B,Sparkle,#33ff66,#d70072,,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
185,2015,B,Pick-Up Sticks,#33ff66,#d70072,,0,1,0,1,5,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
186,2015,B,Coloring,#33ff66,#d70072,Monoline,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0
187,2015,A,Circle Break,#ffaaaa,#d70072,"O,Chroma Coaster",0,0,0,0,0,3,0,0,0,0,0,1,6,0,1,0,0,0,0,1,0,0,0,1,0,0
188,2015,A,Trixelate,#ffaaaa,#d70072,"pixel,bucky",0,0,0,0,0,4,1,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0
189,2015,B,Photo,#33ff66,#d70072,"photo-icon, Photofill",0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0
190,2015,B,Rays,#33ff66,#d70072,Nimbus,0,1,1,1,5,0,1,0,0,0,2,0,1,0,1,0,3,0,1,0,1,1,0,1,0,0
191,2015,B,Naive,#33ff66,#d70072,,0,3,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0
192,2015,B,Coded,#33ff66,#d70072,,0,1,0,1,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0
193,2015,A,Chroma Coaster,#ffaaaa,#d70072,"Gradients, Circle Break",0,3,0,0,3,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,1,0,0,0,0,0
194,2015,B,Detail,#33ff66,#d70072,mono crest,0,3,0,1,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,1,1,0,0,0,0,0
195,2015,C,Shaded,#aaaaff,#d70072,"Pop,Shadow",0,0,0,0,0,0,1,0,3,1,0,3,0,0,0,1,0,1,0,1,1,0,1,0,0,0
